Datum|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EEK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|100 INR|100 ISK|100 JPY|100 KRW|1 LTL|1 LVL|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
19.10.2009|15,907|13,182|10,092|16,691|17,036|2,532|3,464|1,648|25,785|28,197|2,230|3,573|9,677|1,839|37,497|19,006|1,479|7,468|36,422|1,322|5,121|3,087|12,888|37,066|6,150|6,006|58,949|2,480|12,414|51,774|11,858|17,282|27,545|2,348
20.10.2009|15,951|13,148|9,899|16,650|17,007|2,516|3,455|1,644|25,720|28,204|2,216|3,564|9,723|1,828|37,253|18,974|1,475|7,449|36,341|1,338|5,105|3,090|12,963|36,790|6,188|5,992|58,937|2,480|12,354|51,408|11,818|17,175|27,435|2,346
21.10.2009|15,997|13,231|9,887|16,420|17,120|2,540|3,477|1,654|25,880|28,743|2,237|3,586|9,755|1,841|37,352|19,048|1,470|7,495|36,505|1,331|5,134|3,108|13,028|36,990|6,195|6,032|59,372|2,509|12,418|51,835|11,822|17,339|27,683|2,338
22.10.2009|15,966|13,251|9,970|16,466|17,159|2,530|3,482|1,657|25,920|28,627|2,230|3,592|9,748|1,821|36,964|18,937|1,450|7,507|36,587|1,334|5,084|3,112|13,044|36,783|6,190|6,041|59,422|2,511|12,380|51,648|11,763|17,279|27,589|2,308
23.10.2009|15,956|13,242|10,047|16,385|17,115|2,525|3,479|1,655|25,900|28,234|2,225|3,587|9,744|1,828|37,086|18,768|1,459|7,501|36,528|1,337|5,097|3,110|13,031|36,742|6,203|6,039|59,491|2,530|12,374|51,578|11,741|17,241|27,540|2,310
26.10.2009|15,939|13,242|10,115|16,324|17,114|2,526|3,479|1,655|25,895|28,168|2,225|3,588|9,690|1,818|36,981|18,757|1,467|7,499|36,510|1,323|5,103|3,109|12,992|36,749|6,203|6,040|59,693|2,538|12,378|51,653|11,663|17,244|27,516|2,297
27.10.2009|16,095|13,336|10,134|16,461|17,220|2,567|3,504|1,667|26,080|28,721|2,262|3,602|9,710|1,839|37,338|19,048|1,478|7,553|36,769|1,323|5,153|3,110|13,106|37,093|6,205|6,077|60,101|2,542|12,545|52,444|11,756|17,532|27,874|2,305
29.10.2009|16,271|13,539|10,244|16,695|17,530|2,623|3,558|1,692|26,480|29,504|2,311|3,663|9,702|1,867|37,949|19,595|1,507|7,669|37,354|1,357|5,229|3,158|13,053|37,563|6,223|6,147|61,293|2,562|12,806|53,501|11,963|17,908|28,424|2,303
30.10.2009|16,262|13,530|10,345|16,593|17,498|2,620|3,556|1,691|26,465|29,606|2,307|3,662|9,676|1,873|38,041|19,648|1,515|7,665|37,325|1,370|5,240|3,155|13,007|37,605|6,240|6,143|61,527|2,548|12,788|53,486|11,971|17,883|28,432|2,311
02.11.2009|16,211|13,532|10,160|16,581|17,531|2,624|3,555|1,691|26,460|29,295|2,311|3,656|9,613|1,874|38,183|19,902|1,511|7,663|37,318|1,357|5,227|3,138|12,899|37,665|6,217|6,145|61,316|2,546|12,802|53,572|11,935|17,912|28,487|2,265
03.11.2009|16,081|13,444|10,160|16,605|17,389|2,627|3,533|1,681|26,295|29,263|2,314|3,617|9,453|1,873|37,847|19,881|1,514|7,616|37,080|1,346|5,229|3,088|12,810|37,546|6,135|6,114|61,082|2,513|12,797|53,585|11,894|17,938|28,403|2,275
04.11.2009|16,020|13,334|10,203|16,624|17,260|2,589|3,505|1,667|26,085|29,190|2,280|3,593|9,411|1,858|37,520|19,441|1,500|7,555|36,794|1,333|5,170|3,091|12,777|37,235|6,110|6,064|60,382|2,499|12,653|52,875|11,803|17,673|28,083|2,283
05.11.2009|15,811|13,225|10,088|16,368|17,117|2,549|3,477|1,653|25,870|28,901|2,246|3,559|9,391|1,830|37,099|19,262|1,475|7,492|36,488|1,310|5,086|3,065|12,554|36,619|6,097|6,014|59,830|2,478|12,474|52,074|11,697|17,403|27,733|2,291
06.11.2009|15,816|13,129|10,065|16,125|16,991|2,531|3,451|1,641|25,680|28,654|2,229|3,532|9,344|1,826|36,921|19,051|1,482|7,437|36,212|1,298|5,079|3,044|12,493|36,316|6,047|5,968|59,581|2,472|12,406|51,775|11,644|17,277|27,553|2,282
09.11.2009|15,846|13,078|10,006|16,063|16,934|2,501|3,438|1,635|25,580|28,619|2,203|3,519|9,379|1,814|36,762|18,970|1,476|7,408|36,097|1,275|5,050|3,038|12,618|36,401|6,063|5,952|59,369|2,483|12,311|51,239|11,564|17,070|27,358|2,301
10.11.2009|15,809|13,048|9,935|16,103|16,886|2,499|3,430|1,631|25,525|28,405|2,201|3,505|9,378|1,811|36,735|18,973|1,466|7,393|36,014|1,279|5,038|3,045|12,620|36,208|6,072|5,939|59,334|2,482|12,278|51,198|11,545|17,054|27,316|2,287
11.11.2009|15,740|12,980|9,904|16,181|16,813|2,474|3,412|1,623|25,390|28,124|2,179|3,493|9,431|1,798|36,451|18,792|1,464|7,353|35,829|1,287|5,001|3,037|12,523|36,201|6,157|5,908|58,927|2,483|12,181|50,732|11,491|16,886|27,073|2,300
12.11.2009|15,878|13,039|9,901|16,243|16,886|2,504|3,428|1,630|25,510|28,276|2,205|3,498|9,408|1,816|36,755|18,988|1,474|7,388|36,001|1,296|5,054|3,041|12,573|36,503|6,160|5,933|59,322|2,489|12,312|51,306|11,551|17,093|27,337|2,290
13.11.2009|15,938|13,053|9,867|16,309|16,906|2,515|3,431|1,632|25,530|28,640|2,215|3,496|9,495|1,831|37,120|19,123|1,486|7,394|36,034|1,304|5,086|3,052|12,656|36,785|6,211|5,936|59,464|2,494|12,385|51,598|11,584|17,169|27,442|2,305
16.11.2009|15,930|13,038|9,942|16,306|16,893|2,496|3,427|1,630|25,500|28,488|2,198|3,491|9,535|1,814|36,940|19,023|1,475|7,385|36,002|1,312|5,059|3,059|12,683|36,678|6,227|5,932|59,365|2,501|12,296|51,311|11,543|17,037|27,286|2,307
18.11.2009|15,874|13,009|9,979|16,250|16,837|2,492|3,420|1,626|25,445|28,597|2,195|3,478|9,580|1,813|36,839|19,074|1,475|7,369|35,914|1,312|5,054|3,046|12,748|36,405|6,210|5,945|59,307|2,491|12,296|51,302|11,487|17,010|27,278|2,291
19.11.2009|15,801|13,084|9,962|16,217|16,914|2,521|3,439|1,635|25,590|28,640|2,222|3,497|9,580|1,805|36,852|19,380|1,484|7,411|36,139|1,317|5,077|3,049|12,568|36,551|6,188|5,981|59,576|2,488|12,384|51,855|11,542|17,217|27,516|2,282
20.11.2009|15,887|13,235|10,078|16,310|17,113|2,560|3,478|1,654|25,885|28,795|2,255|3,534|9,595|1,846|37,496|19,632|1,508|7,497|36,548|1,335|5,162|3,071|12,611|37,122|6,235|6,042|60,083|2,500|12,570|52,549|11,663|17,475|27,911|2,303
23.11.2009|15,937|13,211|10,009|16,302|17,103|2,527|3,472|1,651|25,840|28,683|2,227|3,533|9,657|1,826|37,142|19,421|1,495|7,484|36,441|1,327|5,114|3,085|12,645|36,825|6,270|6,034|59,911|2,509|12,467|51,970|11,523|17,262|27,666|2,303
24.11.2009|15,929|13,238|10,038|16,366|17,135|2,532|3,479|1,655|25,890|28,670|2,231|3,541|9,673|1,824|37,308|19,527|1,495|7,498|36,511|1,340|5,104|3,091|12,601|36,800|6,292|6,069|60,002|2,510|12,483|52,037|11,551|17,294|27,699|2,316
25.11.2009|15,994|13,274|9,980|16,446|17,200|2,522|3,490|1,660|25,970|28,754|2,221|3,552|9,713|1,833|37,323|19,654|1,493|7,521|36,634|1,339|5,106|3,085|12,575|36,891|6,324|6,094|59,779|2,508|12,472|51,950|11,577|17,215|27,724|2,335
26.11.2009|15,931|13,387|10,018|16,490|17,344|2,545|3,519|1,674|26,185|28,741|2,242|3,581|9,710|1,845|37,316|20,033|1,501|7,584|36,938|1,348|5,127|3,081|12,477|37,030|6,349|6,120|59,741|2,505|12,573|52,404|11,488|17,374|27,980|2,331
27.11.2009|15,861|13,392|10,080|16,376|17,383|2,571|3,518|1,674|26,185|28,806|2,265|3,576|9,616|1,864|37,629|20,265|1,493|7,584|36,932|1,353|5,177|3,084|12,418|37,226|6,288|6,120|59,807|2,510|12,648|52,833|11,468|17,554|28,269|2,346
30.11.2009|15,881|13,359|9,954|16,449|17,336|2,547|3,511|1,670|26,130|28,661|2,244|3,573|9,542|1,839|37,470|20,132|1,496|7,568|36,865|1,347|5,126|3,070|12,429|36,878|6,306|6,119|59,389|2,500|12,565|52,308|11,369|17,390|28,001|2,343
01.12.2009|15,870|13,272|9,939|16,461|17,212|2,522|3,488|1,659|25,955|28,533|2,222|3,548|9,551|1,823|37,202|19,812|1,486|7,517|36,652|1,337|5,097|3,059|12,499|36,844|6,315|6,100|59,111|2,491|12,466|51,876|11,454|17,219|27,742|2,346
02.12.2009|15,979|13,285|10,011|16,478|17,234|2,522|3,492|1,661|25,985|28,725|2,222|3,557|9,605|1,825|37,221|19,758|1,493|7,526|36,705|1,344|5,099|3,085|12,526|37,049|6,326|6,121|58,914|2,512|12,473|51,933|11,485|17,218|27,759|2,352
03.12.2009|15,862|13,201|10,005|16,267|17,118|2,501|3,470|1,650|25,820|28,392|2,204|3,532|9,567|1,813|37,076|19,385|1,479|7,478|36,474|1,348|5,067|3,058|12,368|36,920|6,301|6,132|58,592|2,503|12,385|51,570|11,523|17,077|27,525|2,340
04.12.2009|15,892|13,212|10,052|16,374|17,153|2,512|3,472|1,651|25,840|28,556|2,212|3,542|9,591|1,821|37,117|19,411|1,487|7,484|36,536|1,365|5,072|3,041|12,431|37,291|6,314|6,120|58,509|2,491|12,412|51,772|11,568|17,144|27,572|2,336
07.12.2009|15,801|13,147|10,029|16,412|17,003|2,546|3,456|1,643|25,715|28,405|2,243|3,529|9,514|1,843|37,380|19,298|1,507|7,447|36,346|1,369|5,117|3,036|12,341|37,733|6,304|6,085|58,259|2,465|12,487|52,429|11,617|17,386|27,652|2,321
08.12.2009|15,851|13,166|9,985|16,507|17,039|2,552|3,460|1,646|25,750|28,401|2,249|3,531|9,421|1,846|37,389|19,694|1,507|7,458|36,385|1,366|5,134|3,032|12,389|37,864|6,271|6,080|57,143|2,456|12,517|52,514|11,579|17,427|27,765|2,323
09.12.2009|15,874|13,164|9,929|16,460|17,039|2,554|3,460|1,646|25,750|28,466|2,249|3,531|9,406|1,847|37,393|19,820|1,500|7,458|36,391|1,349|5,130|3,038|12,440|37,591|6,232|6,066|57,366|2,452|12,542|52,569|11,620|17,435|27,773|2,306
10.12.2009|16,004|13,148|9,945|16,626|17,018|2,558|3,456|1,644|25,720|28,444|2,253|3,541|9,453|1,851|37,513|19,780|1,498|7,449|36,376|1,351|5,140|3,049|12,711|37,846|6,214|6,069|57,350|2,467|12,565|52,721|11,682|17,464|27,798|2,326
11.12.2009|16,005|13,156|9,949|16,619|17,011|2,554|3,457|1,644|25,730|28,423|2,250|3,542|9,420|1,847|37,514|19,625|1,498|7,452|36,406|1,353|5,129|3,047|12,695|37,860|6,210|6,044|57,988|2,462|12,555|52,654|11,664|17,436|27,750|2,334
14.12.2009|16,018|13,162|10,047|16,516|17,024|2,574|3,459|1,645|25,740|28,585|2,267|3,535|9,423|1,860|37,675|19,867|1,519|7,455|36,428|1,364|5,155|3,039|12,743|38,187|6,205|6,057|58,393|2,469|12,625|53,042|11,690|17,575|27,879|2,352
15.12.2009|16,259|13,344|10,175|16,884|17,258|2,629|3,507|1,668|26,100|29,131|2,315|3,580|9,418|1,900|38,460|20,041|1,548|7,559|36,953|1,403|5,259|3,079|12,928|38,876|6,231|6,139|59,377|2,495|12,869|54,143|11,868|17,951|28,377|2,401
16.12.2009|16,282|13,466|10,324|17,070|17,415|2,650|3,540|1,684|26,345|29,617|2,333|3,627|9,491|1,912|38,834|20,168|1,553|7,630|37,289|1,427|5,283|3,148|13,029|39,086|6,280|6,215|59,744|2,529|12,962|54,521|11,991|18,093|28,632|2,452
17.12.2009|16,133|13,360|10,269|16,977|17,356|2,668|3,511|1,670|26,130|29,353|2,348|3,583|9,406|1,922|38,913|20,210|1,549|7,568|36,969|1,420|5,299|3,110|12,937|39,152|6,217|6,193|59,118|2,503|12,980|54,811|11,998|18,215|28,614|2,415
18.12.2009|16,276|13,443|10,236|17,189|17,575|2,686|3,533|1,681|26,295|29,648|2,364|3,608|9,493|1,935|39,247|20,279|1,562|7,615|37,203|1,419|5,335|3,131|12,993|39,407|6,275|6,248|59,792|2,515|13,079|55,194|12,070|18,338|28,814|2,423
21.12.2009|16,260|13,478|10,333|17,381|17,642|2,687|3,542|1,685|26,360|29,559|2,366|3,609|9,603|1,933|39,274|20,261|1,550|7,634|37,284|1,434|5,341|3,156|13,025|39,346|6,296|6,256|60,203|2,534|13,078|55,198|12,045|18,345|28,781|2,401
22.12.2009|16,152|13,427|10,315|17,387|17,521|2,693|3,529|1,679|26,265|29,408|2,371|3,607|9,576|1,938|39,227|20,067|1,559|7,607|37,097|1,422|5,357|3,140|12,938|39,590|6,288|6,225|60,235|2,519|13,081|55,300|12,050|18,392|28,756|2,380
23.12.2009|16,222|13,495|10,398|17,623|17,725|2,708|3,547|1,687|26,400|29,502|2,384|3,618|9,641|1,946|39,476|20,162|1,562|7,646|37,275|1,437|5,379|3,161|12,966|39,799|6,328|6,295|61,150|2,526|13,106|55,440|12,124|18,489|28,856|2,422
28.12.2009|16,286|13,508|10,564|17,532|17,746|2,686|3,550|1,689|26,420|29,316|2,365|3,612|9,667|1,943|39,416|20,040|1,573|7,652|37,293|1,429|5,348|3,166|13,005|39,450|6,349|6,287|61,794|2,543|13,045|54,935|12,134|18,344|28,775|2,443
29.12.2009|16,435|13,503|10,547|17,605|17,744|2,679|3,549|1,688|26,410|29,254|2,359|3,616|9,705|1,939|39,255|19,940|1,565|7,649|37,234|1,404|5,330|3,171|13,164|39,620|6,373|6,265|60,979|2,550|13,042|54,881|12,137|18,295|28,710|2,470
30.12.2009|16,462|13,500|10,593|17,555|17,742|2,698|3,548|1,687|26,400|29,201|2,374|3,614|9,704|1,951|39,526|19,957|1,581|7,646|37,220|1,413|5,374|3,172|13,218|39,873|6,400|6,233|60,726|2,564|13,106|55,215|12,171|18,411|28,758|2,490
31.12.2009|16,531|13,532|10,541|17,489|17,837|2,691|3,556|1,691|26,465|29,798|2,369|3,615|9,787|1,949|39,587|19,875|1,575|7,665|37,311|1,397|5,365|3,189|13,361|39,502|6,448|6,247|61,159|2,582|13,105|55,143|12,277|18,368|28,796|2,488
