Datum|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EUR|1 GBP|1 HKD|100 HUF|1000 IDR|1 ILS|100 INR|100 ISK|100 JPY|100 KRW|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|1 SEK|1 SGD|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
02.01.2023|15,400|12,385|4,237|16,668|24,496|3,281|3,250|24,175|27,272|2,899|6,028|1,453|6,447|27,341|15,936|17,317|1,781|1,160|5,137|2,299|14,317|40,541|5,164|4,894|2,165|16,878|65,491|1,209|22,630|30,118|1,330
03.01.2023|15,358|12,335|4,259|16,738|24,422|3,311|3,244|24,125|27,401|2,928|5,980|1,467|6,483|27,600|15,903|17,485|1,792|1,175|5,192|2,292|14,251|40,876|5,152|4,893|2,165|17,006|66,548|1,221|22,878|30,447|1,339
04.01.2023|15,550|12,284|4,161|16,729|24,409|3,293|3,230|24,025|27,276|2,900|6,069|1,454|6,426|27,372|15,837|17,316|1,781|1,175|5,152|2,237|14,323|40,501|5,147|4,877|2,152|16,907|66,658|1,210|22,672|30,148|1,347
05.01.2023|15,483|12,280|4,209|16,795|24,400|3,300|3,231|24,030|27,218|2,904|6,053|1,453|6,427|27,481|15,778|17,047|1,786|1,170|5,168|2,241|14,275|40,617|5,146|4,880|2,148|16,914|66,846|1,208|22,676|30,267|1,326
06.01.2023|15,430|12,299|4,294|16,786|24,387|3,340|3,235|24,055|27,189|2,933|6,057|1,466|6,440|27,679|15,733|17,026|1,799|1,187|5,203|2,226|14,241|41,205|5,124|4,879|2,137|16,993|67,322|1,221|22,911|30,549|1,320
09.01.2023|15,534|12,267|4,249|16,778|24,312|3,308|3,226|23,990|27,248|2,873|6,040|1,441|6,423|27,236|15,629|16,974|1,803|1,171|5,126|2,261|14,328|40,700|5,109|4,871|2,143|16,842|67,030|1,195|22,430|29,749|1,318
10.01.2023|15,355|12,263|4,248|16,676|24,208|3,299|3,225|23,985|27,152|2,864|6,010|1,436|6,441|27,348|15,504|16,901|1,792|1,168|5,115|2,246|14,209|40,825|5,108|4,861|2,142|16,784|66,587|1,191|22,368|29,951|1,310
11.01.2023|15,415|12,284|4,309|16,651|24,106|3,301|3,230|24,025|27,095|2,861|6,021|1,444|6,477|27,361|15,570|16,848|1,792|1,172|5,115|2,238|14,206|40,686|5,134|4,870|2,131|16,785|66,928|1,191|22,357|29,990|1,314
12.01.2023|15,438|12,288|4,327|16,646|23,902|3,307|3,231|24,035|27,099|2,857|6,014|1,455|6,515|27,379|15,577|17,093|1,793|1,180|5,119|2,241|14,187|40,536|5,123|4,861|2,132|16,798|67,041|1,188|22,312|29,931|1,325
13.01.2023|15,408|12,278|4,326|16,569|23,893|3,303|3,228|24,015|27,043|2,843|6,052|1,466|6,485|27,256|15,564|17,275|1,788|1,175|5,121|2,245|14,117|40,399|5,122|4,859|2,134|16,782|67,163|1,182|22,206|29,850|1,316
16.01.2023|15,443|12,269|4,341|16,565|23,932|3,297|3,226|23,995|27,035|2,841|6,015|1,475|6,489|27,178|15,531|17,273|1,790|1,179|5,142|2,243|14,160|40,710|5,113|4,866|2,129|16,793|67,219|1,181|22,191|29,922|1,301
17.01.2023|15,353|12,252|4,310|16,475|23,972|3,262|3,222|23,965|27,051|2,826|5,999|1,457|6,473|27,055|15,511|17,178|1,783|1,175|5,108|2,231|14,135|40,313|5,104|4,856|2,124|16,709|66,813|1,176|22,100|29,800|1,288
18.01.2023|15,546|12,249|4,333|16,516|24,179|3,274|3,220|23,955|27,367|2,825|6,047|1,465|6,557|27,180|15,505|17,137|1,792|1,185|5,124|2,248|14,359|40,489|5,099|4,850|2,144|16,777|67,240|1,176|22,103|29,811|1,303
19.01.2023|15,214|12,231|4,248|16,383|24,114|3,259|3,216|23,925|27,296|2,825|6,035|1,465|6,474|27,161|15,485|17,210|1,785|1,164|5,135|2,227|14,093|40,479|5,084|4,856|2,145|16,698|66,815|1,177|22,120|29,857|1,280
20.01.2023|15,313|12,230|4,251|16,403|24,008|3,259|3,215|23,920|27,301|2,822|6,042|1,466|6,494|27,241|15,502|16,979|1,790|1,168|5,156|2,233|14,194|40,575|5,078|4,856|2,142|16,715|67,473|1,175|22,097|29,812|1,288
23.01.2023|15,377|12,210|4,238|16,445|23,850|3,239|3,210|23,880|27,143|2,807|6,025|1,457|6,505|27,003|15,436|16,858|1,788|1,169|5,127|2,236|14,235|40,247|5,067|4,853|2,148|16,665|67,044|1,168|21,971|29,621|1,280
24.01.2023|15,434|12,207|4,252|16,446|23,744|3,242|3,209|23,875|27,019|2,808|6,009|1,477|6,515|26,938|15,295|16,875|1,780|1,167|5,131|2,227|14,260|40,381|5,066|4,856|2,151|16,653|67,041|1,169|21,987|29,686|1,271
25.01.2023|15,502|12,174|4,276|16,371|23,763|3,227|3,201|23,810|26,981|2,795|6,125|1,463|6,495|26,835|15,156|16,866|1,772|1,165|5,136|2,207|14,178|40,118|5,050|4,856|2,138|16,645|66,655|1,163|21,888|29,533|1,275
26.01.2023|15,562|12,178|4,287|16,353|23,812|3,224|3,202|23,820|27,088|2,793|6,149|1,463|6,424|26,820|15,220|16,851|1,775|1,161|5,150|2,214|14,180|40,173|5,047|4,879|2,131|16,668|66,757|1,162|21,866|29,513|1,279
27.01.2023|15,582|12,182|4,325|16,455|23,784|3,233|3,203|23,825|27,111|2,801|6,127|1,463|6,379|26,870|15,381|16,885|1,776|1,170|5,167|2,214|14,217|40,256|5,059|4,866|2,125|16,688|66,735|1,166|21,929|29,661|1,273
30.01.2023|15,500|12,159|4,287|16,416|23,754|3,242|3,208|23,860|27,118|2,793|6,110|1,462|6,314|26,838|15,564|16,821|1,782|1,164|5,155|2,211|14,218|40,113|5,065|4,864|2,119|16,672|66,852|1,163|21,880|29,563|1,263
31.01.2023|15,372|12,164|4,297|16,328|23,713|3,251|3,198|23,790|27,012|2,802|6,086|1,465|6,315|26,840|15,539|16,839|1,777|1,166|5,148|2,181|14,112|40,192|5,053|4,834|2,096|16,674|66,483|1,167|21,961|29,684|1,257
01.02.2023|15,450|12,151|4,310|16,380|23,801|3,233|3,195|23,770|26,892|2,779|6,091|1,456|6,303|26,649|15,485|16,832|1,773|1,159|5,110|2,189|14,070|40,032|5,050|4,839|2,095|16,603|66,284|1,158|21,797|29,393|1,261
02.02.2023|15,446|12,175|4,337|16,295|23,820|3,222|3,201|23,810|26,656|2,761|6,150|1,455|6,333|26,356|15,511|16,858|1,768|1,166|5,101|2,174|14,117|40,218|5,066|4,856|2,096|16,581|66,053|1,151|21,657|29,271|1,272
03.02.2023|15,309|12,131|4,283|16,233|23,745|3,220|3,187|23,725|26,582|2,765|6,137|1,457|6,376|26,483|15,436|16,894|1,763|1,160|5,095|2,161|14,053|40,407|5,057|4,840|2,093|16,556|65,666|1,153|21,694|29,447|1,265
06.02.2023|15,286|12,190|4,286|16,491|23,927|3,263|3,203|23,840|26,708|2,820|6,100|1,470|6,385|26,763|15,592|16,741|1,761|1,164|5,196|2,159|13,965|40,629|5,048|4,859|2,098|16,714|65,856|1,175|22,126|29,949|1,262
07.02.2023|15,405|12,182|4,316|16,582|24,053|3,283|3,202|23,830|26,675|2,838|6,041|1,471|6,398|26,916|15,667|16,866|1,767|1,166|5,176|2,142|14,023|40,368|5,011|4,862|2,094|16,783|66,218|1,183|22,271|29,881|1,262
08.02.2023|15,427|12,158|4,274|16,526|24,068|3,265|3,195|23,780|26,780|2,822|6,121|1,467|6,358|26,839|15,696|16,889|1,760|1,172|5,153|2,157|14,013|40,430|5,019|4,856|2,097|16,723|66,104|1,176|22,152|29,656|1,257
09.02.2023|15,378|12,115|4,219|16,427|23,959|3,246|3,184|23,695|26,769|2,802|6,141|1,457|6,306|26,654|15,682|16,829|1,748|1,165|5,097|2,172|14,014|40,391|5,001|4,841|2,127|16,643|65,792|1,168|21,997|29,518|1,246
10.02.2023|15,353|12,112|4,213|16,492|23,998|3,253|3,182|23,690|26,815|2,823|6,079|1,464|6,267|26,845|15,575|16,935|1,749|1,182|5,115|2,179|14,015|40,700|4,955|4,833|2,122|16,684|65,707|1,177|22,161|29,772|1,241
13.02.2023|15,428|12,138|4,272|16,644|24,105|3,256|3,187|23,740|26,890|2,830|6,159|1,462|6,279|26,858|15,506|16,759|1,740|1,193|5,092|2,194|14,093|40,525|4,959|4,842|2,128|16,684|65,626|1,179|22,216|29,767|1,239
14.02.2023|15,412|12,143|4,276|16,576|24,063|3,241|3,187|23,750|26,957|2,813|6,210|1,456|6,300|26,650|15,492|16,709|1,743|1,187|5,077|2,183|14,004|40,267|4,987|4,846|2,140|16,646|65,273|1,171|22,079|29,519|1,240
15.02.2023|15,241|12,100|4,237|16,485|23,940|3,232|3,176|23,665|26,643|2,818|6,218|1,455|6,270|26,697|15,377|16,545|1,722|1,185|5,035|2,167|13,872|40,059|4,970|4,829|2,124|16,565|64,330|1,173|22,117|29,673|1,227
16.02.2023|15,281|12,110|4,223|16,523|23,983|3,230|3,180|23,685|26,648|2,820|6,188|1,460|6,248|26,776|15,350|16,526|1,721|1,192|5,026|2,163|13,904|40,137|4,959|4,833|2,126|16,578|64,447|1,174|22,136|29,604|1,221
17.02.2023|15,241|12,124|4,274|16,506|23,964|3,245|3,185|23,715|26,680|2,845|6,135|1,468|6,265|26,940|15,389|16,563|1,714|1,202|5,036|2,153|13,852|40,307|4,964|4,824|2,118|16,663|64,540|1,183|22,318|29,829|1,231
20.02.2023|15,329|12,114|4,296|16,490|24,025|3,238|3,182|23,695|26,700|2,833|6,189|1,464|6,229|26,833|15,317|16,558|1,711|1,205|5,010|2,160|13,864|40,380|4,995|4,818|2,142|16,616|64,549|1,177|22,197|29,543|1,224
21.02.2023|15,294|12,133|4,306|16,536|24,080|3,235|3,187|23,730|26,981|2,837|6,210|1,465|6,110|26,879|15,399|16,508|1,711|1,210|5,020|2,168|13,883|40,437|4,998|4,824|2,155|16,627|64,346|1,179|22,252|29,617|1,220
22.02.2023|15,197|12,102|4,303|16,429|23,981|3,227|3,179|23,670|26,916|2,834|6,192|1,463|6,093|26,825|15,340|16,528|1,707|1,208|5,007|2,158|13,870|40,359|4,989|4,807|2,149|16,608|64,357|1,178|22,238|29,664|1,220
23.02.2023|15,230|12,109|4,325|16,486|23,943|3,235|3,182|23,685|26,873|2,843|6,211|1,469|6,167|27,013|15,511|16,527|1,721|1,218|5,031|2,162|13,900|40,587|4,994|4,820|2,142|16,622|64,279|1,182|22,309|29,721|1,220
24.02.2023|15,090|12,087|4,328|16,449|23,886|3,222|3,176|23,640|26,792|2,850|6,211|1,469|6,076|27,026|15,481|16,471|1,704|1,212|5,043|2,162|13,821|40,735|5,008|4,805|2,148|16,605|64,039|1,185|22,369|29,766|1,211
27.02.2023|15,008|12,076|4,305|16,480|23,778|3,219|3,174|23,620|26,818|2,852|6,216|1,466|6,099|27,042|15,509|16,414|1,692|1,219|4,997|2,154|13,744|40,310|5,009|4,801|2,135|16,580|63,761|1,185|22,380|29,716|1,213
28.02.2023|14,910|12,013|4,252|16,304|23,618|3,190|3,156|23,495|26,790|2,819|6,221|1,451|6,049|26,784|15,427|16,177|1,676|1,208|4,930|2,142|13,645|39,981|4,986|4,775|2,121|16,413|62,667|1,171|22,123|29,342|1,202
01.03.2023|14,849|11,978|4,218|16,119|23,427|3,194|3,147|23,425|26,447|2,793|6,270|1,439|6,045|26,587|15,442|16,175|1,686|1,202|4,901|2,123|13,742|39,855|5,011|4,764|2,110|16,360|63,198|1,161|21,920|29,127|1,209
02.03.2023|14,888|12,007|4,252|16,256|23,514|3,206|3,156|23,485|26,451|2,821|6,268|1,449|6,073|26,829|15,543|16,189|1,687|1,220|4,948|2,118|13,765|40,253|5,009|4,771|2,109|16,414|63,549|1,172|22,145|29,539|1,215
03.03.2023|14,948|12,021|4,256|16,285|23,611|3,207|3,159|23,510|26,554|2,821|6,207|1,448|6,041|27,046|15,642|16,264|1,700|1,224|4,948|2,125|13,773|40,445|4,994|4,775|2,110|16,446|63,921|1,172|22,148|29,451|1,219
